"","Subjects","Activities","tBodyAccMeanX","tBodyAccMeanY","tBodyAccMeanZ","tBodyAccStdX","tBodyAccStdY","tBodyAccStdZ","tGravityAccMeanX","tGravityAccMeanY","tGravityAccMeanZ","tGravityAccStdX","tGravityAccStdY","tGravityAccStdZ","tBodyAccJerkMeanX","tBodyAccJerkMeanY","tBodyAccJerkMeanZ","tBodyAccJerkStdX","tBodyAccJerkStdY","tBodyAccJerkStdZ","tBodyGyroMeanX","tBodyGyroMeanY","tBodyGyroMeanZ","tBodyGyroStdX","tBodyGyroStdY","tBodyGyroStdZ","tBodyGyroJerkMeanX","tBodyGyroJerkMeanY","tBodyGyroJerkMeanZ","tBodyGyroJerkStdX","tBodyGyroJerkStdY","tBodyGyroJerkStdZ","tBodyAccMagMean","tBodyAccMagStd","tGravityAccMagMean","tGravityAccMagStd","tBodyAccJerkMagMean","tBodyAccJerkMagStd","tBodyGyroMagMean","tBodyGyroMagStd","tBodyGyroJerkMagMean","tBodyGyroJerkMagStd","fBodyAccMeanX","fBodyAccMeanY","fBodyAccMeanZ","fBodyAccStdX","fBodyAccStdY","fBodyAccStdZ","fBodyAccJerkMeanX","fBodyAccJerkMeanY","fBodyAccJerkMeanZ","fBodyAccJerkStdX","fBodyAccJerkStdY","fBodyAccJerkStdZ","fBodyGyroMeanX","fBodyGyroMeanY","fBodyGyroMeanZ","fBodyGyroStdX","fBodyGyroStdY","fBodyGyroStdZ","fBodyAccMagMean","fBodyAccMagStd","fBodyBodyAccJerkMagMean","fBodyBodyAccJerkMagStd","fBodyBodyGyroMagMean","fBodyBodyGyroMagStd","fBodyBodyGyroJerkMagMean","fBodyBodyGyroJerkMagStd"
"39",7,"STANDING",-0.359513014856604,-0.355573391935849,-0.381861861841698,-0.399856929727358,-0.42727021814717,-0.349430152554717,-0.392341025371698,-0.369908119722641,-0.384529844530189,-0.398550335269811,-0.368320346615094,-0.414286183018868,-0.388805721109434,-0.364777246101887,-0.390960281756604,-0.388225243716981,-0.38188741778117,-0.385122654671698,-0.37662923635283,-0.378889650809434,-0.399116809954906,-0.389249406492453,-0.358520071423774,-0.362103976770755,-0.385867201309434,-0.371085718069811,-0.376804731098113,-0.36532556679434,-0.371301145583019,-0.36621561755283,-0.39272880015283,-0.389926217242641,-0.366524376966038,-0.386863212328981,-0.377582582664151,-0.39827235895283,-0.38833636499434,-0.340982821054717,-0.365295925686792,-0.374666279811321,-0.371317098934528,-0.365192815945094,-0.388123855884906,-0.381886942120566,-0.392403328025283,-0.376680165679245,-0.34354945370566,-0.376437644718868,-0.376263947841509,-0.359640988890189,-0.341383996774547,-0.392514481003585,-0.394667973762453,-0.312232662343264,-0.345938102575472,-0.369229512328302,-0.358383055031887,-0.349835203000566,-0.36537117669434,-0.398069615058491,-0.38284537700566,-0.362350474792264,-0.329093411696226,-0.350727462001887,-0.376541336113585,-0.374830563118868
"40",7,"WALKING",0.0568661961938597,0.0763946479739298,0.031392540112807,0.0133600298321053,0.0217673958801754,0.0455910451333333,0.0670791718859649,0.0379637529578947,0.0190779359473684,0.0211615033194737,0.0447496235403509,0.056439316434386,0.0695406832894737,0.0323521530947368,0.0173834327991228,0.0349111559978947,0.0393591682649123,0.064520697728421,0.0913433767807018,0.0136178496203509,0.0265812823070175,0.0424181931301754,0.0170760826839825,0.0637529183596491,0.0274630756172807,0.0332819564824561,0.0626296811926316,0.043094068222807,0.0490741204421053,0.0765273835087719,0.0540990730649123,0.0190247695,0.0244103557278947,0.0288745526731579,0.0295961203175439,0.0641330811945614,0.022031274377193,0.028718507645614,0.0695241653210526,0.0576821707805263,0.0550060673333333,0.0597081446287719,0.0351460915035088,0.0196357273947368,0.0398937629731579,0.048855926054386,0.0449996614008772,0.0201860200233333,0.0248385004515789,0.0460673934650877,0.0493999310263158,0.0461701839175439,0.0353559108315789,0.0384561277249123,0.0301498803508772,0.0107623946140351,0.0641608765087719,0.0440074154679298,0.0532001741029825,0.0667719361491228,0.0274006279210526,0.0520778347789474,0.030454445922807,0.0317306360540351,0.0709101322449035,0.055187047554386
"41",7,"WALKING_DOWNSTAIRS",0.0215849359829787,-0.0129457480725532,0.0338936617,0.0799402001846809,0.0126309817446808,-0.0130140718021277,0.0485464699659574,0.0472976773404255,0.0629361330785106,0.0602779096021277,0.00209874545957447,0.00103264498723404,0.00361605429148936,0.0357719739638298,0.0352359969297872,0.0723748847240425,0.0390566841787234,-0.0366176805559574,0.0367559587659574,0.064432761133617,0.0105510850808511,0.0439964580787234,0.0508982848,-7.22410063829799e-05,0.03663241983,0.0429147578321064,0.0273839986704255,0.0325002297106383,0.0557068014329787,0.0765760245978723,-0.00858374509574468,0.0536899031042553,0.0310707183455319,0.0504829100170213,0.0638264191904255,0.0137741952885106,0.07191762669,0.0394964640085106,0.0375641196934043,0.0545632524489362,0.0417193861851064,0.00177424661382979,0.0561984074255319,0.054830450512766,0.000275003751063829,0.0210889934914894,0.0803401933510638,0.0333809032665957,0.0211543575804255,0.0939341596487234,0.032754809193617,0.018016569552766,0.0460095204897872,0.0311141855151064,0.0430838744404255,-0.0323546225340426,0.0668058230102128,0.0567615702531915,0.0247875479455319,0.0641889088857447,0.0490883308510638,-0.00456044841702128,0.00935156459553192,-0.00967941338085106,0.00683880070425532,0.0848763181629787
"42",7,"WALKING_UPSTAIRS",-0.00337651538862745,0.00391404020315686,0.0351284558784314,0.00711906636294118,-0.0125148842235294,-0.00800952655294118,0.0370035139413726,-0.00890621696862745,-0.0165849047068627,0.0293969202150784,-0.00260193545843137,-0.0101958727784314,0.0216765039705882,-0.00464278455176471,-0.01067925223,0.0040337285072549,-0.0268385008756863,0.0138974420756863,-0.00710927356568627,0.0274525100072549,0.0252417015921569,-0.0109971891470588,0.00319725523941177,0.0190843983196078,-0.0199358774756863,-0.00314001139421569,0.01899856837,0.0195710066582353,0.0208200982972549,-0.0366251377176471,-0.00639966728627451,0.00401884636980392,-0.00515600853215686,0.0293143613186275,-0.034364314377451,0.0509802131403922,0.0425878347670588,-0.0649264173078431,0.0106143526048235,0.0631756097856863,-0.00829699663411765,-0.0103700979272549,-0.0143892005607843,0.0201741451056863,0.0172077833584314,-0.0136083818511765,-0.0250398402429412,-0.00523157270392157,0.0278317987584314,0.0129536671233333,0.000267633932941176,-0.00207217073431372,0.0131449043829412,0.0124516479511765,-0.035380550102549,-0.0561647309576471,0.00519366114162745,0.00593872636862745,0.0351987099701961,0.0416232064309804,-0.0266069807592157,-0.00350779945803922,0.00751804831960784,-0.0334716985507255,-0.00617258707058824,0.0116028660664706
"43",8,"LAYING",-0.604316833264815,-0.6065913,-0.592973648355556,-0.585020118883333,-0.584192331574074,-0.578860733581481,-0.565122312124074,-0.562439092422222,-0.568583769247407,-0.578677410624074,-0.548242509125926,-0.538078442338519,-0.532570183175926,-0.539139247622222,-0.565839530142593,-0.554271438918518,-0.526740853392593,-0.519667050951852,-0.537364783294444,-0.531591612240741,-0.551824640296296,-0.553017126907407,-0.539857282447222,-0.560850718607222,-0.585910386031481,-0.582409719935185,-0.570779422703704,-0.562272316983333,-0.607366111227778,-0.591048476094444,-0.599535515703704,-0.609109948722222,-0.594791421844444,-0.592893960251852,-0.628691421090741,-0.611791412831482,-0.616738418166667,-0.625833084944444,-0.640151161611111,-0.639359719759259,-0.615836902555556,-0.598334129111111,-0.626864465977778,-0.606768439746296,-0.554985119368518,-0.570926642616667,-0.568387959666667,-0.567163582614815,-0.512945713731481,-0.523089281125926,-0.500651639711111,-0.511429393496296,-0.52203370592963,-0.509401921944444,-0.519009331105556,-0.573062150868519,-0.558994960092593,-0.552617051274074,-0.5489422796,-0.549564123260185,-0.573816799425926,-0.602884467941852,-0.605889349537037,-0.5797173,-0.576853686518519,-0.608077990116667
"44",8,"SITTING",-0.291049502929783,-0.286454265460848,-0.302092290438261,-0.290579668467391,-0.224488557172826,-0.229503169119565,-0.229560274106522,-0.248917569099565,-0.238146803793913,-0.254121225118043,-0.285454491531087,-0.262629070258696,-0.27160132388587,-0.27705605238913,-0.299061206833478,-0.293399134215217,-0.260249561273913,-0.259290919747826,-0.285330011991304,-0.266656282668478,-0.315168665174196,-0.306949885131739,-0.278388780993478,-0.3130511368,-0.311166606930435,-0.309110595321957,-0.307671066279348,-0.300378727231522,-0.275263739388478,-0.288565458470217,-0.291657745526,-0.277960814377391,-0.265562415873913,-0.273426667730435,-0.280313269219565,-0.284182313123696,-0.235433487604565,-0.210109901669565,-0.256864498769348,-0.228358018105217,-0.24956372039413,-0.255247234767609,-0.23567870518,-0.22509409545087,-0.245081201312609,-0.257381474963478,-0.25671066979937,-0.24747517271087,-0.293130486387826,-0.268459599747826,-0.234864771439348,-0.260402608654348,-0.230948386846957,-0.232360431217391,-0.248661649893543,-0.238740087498261,-0.289230238318848,-0.26065986336063,-0.24876464235087,-0.290277288115,-0.29431606449,-0.292230122915652,-0.289776761377826,-0.299893386523478,-0.29048117852587,-0.277715744710652
"45",8,"STANDING",-0.410196137598333,-0.414592214319111,-0.406795983159259,-0.389882360236296,-0.388633838783333,-0.392655054385185,-0.395835379624074,-0.394317365883333,-0.414890830014815,-0.404945714828963,-0.376595008483333,-0.409342521162963,-0.397698347572037,-0.389967484977778,-0.370499284009259,-0.401666186096296,-0.398830712492593,-0.36534941275963,-0.385452867514815,-0.37952527232963,-0.384033365046296,-0.413983356448148,-0.400295764547407,-0.390141203091852,-0.366819815418704,-0.370955118444444,-0.388284347798704,-0.398537901403704,-0.404402439027778,-0.343771238512963,-0.355311048346296,-0.384071137015,-0.345567733534074,-0.356203355064815,-0.360952105272778,-0.369472098143148,-0.401275465379278,-0.385176552262963,-0.367803326782407,-0.392448893477778,-0.353196635369444,-0.370049908302963,-0.390509742681481,-0.409426769158889,-0.41649084782463,-0.3933567207,-0.372050248685185,-0.392788741244444,-0.403472358411111,-0.383793323842593,-0.398961118083333,-0.378888439531481,-0.36534708591537,-0.410663289427778,-0.391869802448889,-0.366971034451852,-0.367822118050741,-0.393522224647037,-0.375161898194444,-0.387799744651852,-0.400888521243333,-0.36859844343037,-0.381022000624259,-0.407044688158889,-0.384340989914815,-0.3815890469
"46",8,"WALKING",-0.622694441329167,-0.604924133708333,-0.615908073658333,-0.623628847958333,-0.593146014104167,-0.599344780645833,-0.621433001895833,-0.626386864625,-0.640280603041667,-0.629992108520833,-0.629725646333333,-0.644619518041667,-0.633413046583333,-0.615440376541667,-0.626339638854167,-0.626886584729167,-0.6271746996875,-0.627357769265,-0.641696565450833,-0.643347211020833,-0.625564744125,-0.639070335645833,-0.630857235891667,-0.615771964104167,-0.585350732625,-0.598594104166667,-0.6076443419625,-0.624948778216667,-0.647172491133333,-0.644458260791667,-0.659691711535417,-0.6463660034375,-0.625143763564583,-0.634137449020833,-0.62105687231875,-0.650833362041667,-0.641860375029167,-0.648595277833333,-0.65938624111875,-0.692641538979167,-0.698975896270833,-0.70449470725,-0.6879578318125,-0.674634910645687,-0.684626671270833,-0.6816219973125,-0.7077847286875,-0.693277990604167,-0.657944739645833,-0.6629348600625,-0.663918196283333,-0.659273635983333,-0.650099167422917,-0.6308224568125,-0.600384253083333,-0.592692209598958,-0.594485964791667,-0.604837139666667,-0.649154271458333,-0.651655733339583,-0.627667845145833,-0.622190036302083,-0.619783030320833,-0.598433142410417,-0.624224366529167,-0.624150348625
"47",8,"WALKING_DOWNSTAIRS",-0.687628584702632,-0.683088912684211,-0.683078786555263,-0.646168808121053,-0.663536051578947,-0.669635411710526,-0.654580571276316,-0.647099639026316,-0.656441459657895,-0.670868873973684,-0.665731136868421,-0.639823825631579,-0.661857246842105,-0.674156458413158,-0.667268523026316,-0.664562038394737,-0.681745038526316,-0.689488386868421,-0.709831929947368,-0.703381967710526,-0.686339651,-0.673463933236842,-0.684300964447368,-0.676355196657895,-0.663363154336842,-0.687622455210526,-0.673546573605263,-0.664245734263158,-0.660807271763158,-0.65414404131579,-0.634698800868421,-0.646006718910526,-0.650349173394737,-0.67352551106579,-0.651094915078947,-0.673862047052632,-0.683673796026316,-0.680679156973684,-0.685884133152632,-0.686508576789474,-0.677055584078947,-0.676106358657895,-0.665000972973684,-0.668898970336579,-0.664457676939474,-0.710304590421053,-0.712608984763158,-0.718209518736842,-0.696706603026316,-0.692604709552632,-0.710680950184211,-0.715698728973684,-0.711798181578947,-0.691189391207921,-0.697220959657895,-0.697746903657895,-0.674527645894737,-0.655933099105263,-0.650368828,-0.682376761447368,-0.669939829938158,-0.679293815157895,-0.646170562421053,-0.675582193184211,-0.690079645973684,-0.712133329578947
"48",8,"WALKING_UPSTAIRS",-0.684265896185366,-0.678994182809756,-0.726622512853659,-0.713564024511707,-0.695821252926829,-0.703038985317073,-0.692838251219512,-0.683047317658537,-0.674635920302439,-0.674290493089268,-0.676255897034146,-0.680957707439024,-0.657162652107317,-0.681691114104878,-0.702025502390244,-0.675338197592683,-0.684342764073171,-0.690362459634146,-0.677845299121951,-0.702243287170732,-0.710481008607317,-0.714277786056098,-0.680857797317073,-0.688967087219512,-0.673976012026829,-0.680342100682927,-0.688787578536585,-0.660999161878049,-0.638260099260976,-0.641454720512195,-0.646813001170732,-0.661648087756098,-0.663121252512195,-0.662525447436585,-0.663412379634146,-0.666050776487805,-0.671810875146341,-0.656091773170732,-0.652369350878049,-0.634317841031707,-0.641499594463415,-0.626538375878049,-0.627248573,-0.628904788,-0.615571058414634,-0.603371836121951,-0.613840411390244,-0.620442655878049,-0.628532700390244,-0.654888817390244,-0.630816935902439,-0.641090218292683,-0.645011493829268,-0.636903533414634,-0.641189595863415,-0.650798712780488,-0.67272574712439,-0.661459536268293,-0.654716817756098,-0.651187529243902,-0.666442356536585,-0.690557624309756,-0.685623484439024,-0.680166602512195,-0.67897225387561,-0.679793822951219
"49",9,"LAYING",-0.2516612518552,-0.2649466061934,-0.274588112357,-0.26705367946,-0.284080613202,-0.29860823308,-0.29597993602118,-0.279657949258,-0.23588305123,-0.209215165074,-0.237128266478,-0.299913122088,-0.32069989964,-0.28572808779,-0.24699205345,-0.253743905338,-0.231739350414,-0.218310590124,-0.23643612061002,-0.263027132278,-0.253513213946,-0.248643384464,-0.27859234129,-0.2505187966706,-0.276708875504,-0.298012816432,-0.2988963379246,-0.28488780958,-0.284031766078,-0.26980553587976,-0.233269108712,-0.24286105061,-0.246501566878,-0.226324007064,-0.26143640109,-0.269953617222,-0.265197136918,-0.25565322383,-0.2584551465998,-0.242378266324,-0.262519979473,-0.247251533664,-0.248164312318,-0.268806746826,-0.265563170402,-0.24279089696,-0.1877758602228,-0.2053213927842,-0.221370762098,-0.243644616168,-0.236482058986,-0.26530787511,-0.296661744578,-0.2908811184042,-0.259754929458,-0.282145324792,-0.270971729,-0.2820100741214,-0.271940217512,-0.247959735714,-0.29136162156,-0.28323164052,-0.258420659476,-0.257281307316,-0.272549337502,-0.25978332724
"50",9,"SITTING",-0.3044966804634,-0.26271353944,-0.265418992874,-0.292810287714,-0.2772708797828,-0.294821547834,-0.325335089704,-0.29675808181904,-0.250596935656,-0.2836694578374,-0.3179066081696,-0.312892171724,-0.30369891283,-0.277410115458,-0.294444716407,-0.2795021133532,-0.30443719145,-0.31853672562,-0.276976513986,-0.2884393250714,-0.285228013882,-0.281826923705,-0.264609984162,-0.2812113687588,-0.3013975512094,-0.28959171146154,-0.275096305186,-0.26733578378,-0.2637021541404,-0.2743431751912,-0.278688628848,-0.256918713404,-0.263440062616,-0.282354026442,-0.2609638462012,-0.25959507209302,-0.2653187620618,-0.268061653842,-0.2896296236326,-0.272428600106,-0.232482065404,-0.2603182481488,-0.294608865260656,-0.2739197145576,-0.2802701384486,-0.2634526283512,-0.21654526566,-0.2767597458156,-0.304290602208,-0.26709662800204,-0.268604740122,-0.284974726487,-0.285916302968,-0.305450695792,-0.282658731572,-0.2942256649856,-0.29260171194724,-0.242931537702,-0.2680604145698,-0.2689418296232,-0.256941897048,-0.25517141574792,-0.2633694577258,-0.281260385456,-0.2857541664776,-0.295901780736
"51",9,"STANDING",-0.400300203803556,-0.39103586004,-0.390119473134,-0.41243039439,-0.422142142397778,-0.371132260048889,-0.379954291715556,-0.394101032995556,-0.37112336532,-0.422156281726444,-0.396655542568889,-0.423606777405333,-0.43055825238,-0.404824415628889,-0.366417095315556,-0.381061564404444,-0.373161427393333,-0.402207003710222,-0.457984205533333,-0.409232685197778,-0.373603942293333,-0.380834410384044,-0.397054286310222,-0.396738216746667,-0.421969062574,-0.418023467880667,-0.408383090613333,-0.39835860774,-0.369455706443111,-0.373645964017778,-0.39228033456,-0.382203846238667,-0.398301964344667,-0.407129812693333,-0.400233344875556,-0.366936244138222,-0.369174965676667,-0.371410900684444,-0.337675537464444,-0.360252916426,-0.397228596635556,-0.364288687420222,-0.378077691764444,-0.402668658573333,-0.366917569397556,-0.350278931708889,-0.406756167126667,-0.424880950308,-0.384503026761333,-0.390194414562,-0.421236242642222,-0.372259793192,-0.371728763746667,-0.330764416502222,-0.445365015156467,-0.462284414245333,-0.402111295592889,-0.415935397586667,-0.424741288424667,-0.391167987275556,-0.415295939343556,-0.422024364224444,-0.411763891444444,-0.392401432002222,-0.390353650106667,-0.434470066744667
"52",9,"WALKING",-0.383248982701923,-0.409480746269231,-0.376187431615385,-0.357645853740385,-0.366854940815385,-0.376407945961538,-0.370741950826923,-0.360162202680769,-0.366293911526923,-0.367964107179231,-0.355554,-0.332757808340385,-0.34569028285,-0.320583301365385,-0.322661934736538,-0.313978224973077,-0.327550525609615,-0.335276983715385,-0.337390907117115,-0.304730727646154,-0.330763455665385,-0.326573422248077,-0.305528500965385,-0.322094580630769,-0.344979576613462,-0.329568581240385,-0.350704409559615,-0.362872273180769,-0.378670365480769,-0.368626134526923,-0.398306582673077,-0.413720970409615,-0.383260383953846,-0.385972581155769,-0.402496078980769,-0.414554945336538,-0.391711981096154,-0.363236327732692,-0.390983527717308,-0.383754152911538,-0.345870835006731,-0.362542415557692,-0.374753307101731,-0.407302219442308,-0.413053735001923,-0.420063368307692,-0.366412181557692,-0.346355089203846,-0.370467957776923,-0.378029688326923,-0.359778032284615,-0.348429194475,-0.354284375692308,-0.354553380711538,-0.337583250544231,-0.369520559807692,-0.362705008764231,-0.371267420557692,-0.370500307526923,-0.366596896932692,-0.380160672132692,-0.366952423117308,-0.356249176798077,-0.365453100201923,-0.345526027673077,-0.364090567526923
"53",9,"WALKING_DOWNSTAIRS",-0.312829053857143,-0.305567736904762,-0.275753810880952,-0.281570566054762,-0.309136924571429,-0.341568706102381,-0.347736767880952,-0.326563399404762,-0.327524026547619,-0.322173353690476,-0.321487422052381,-0.32825786052381,-0.333593211380952,-0.341152166228571,-0.297760266333333,-0.271933058467619,-0.2681918228,-0.275080783047619,-0.294994799952381,-0.310652723921429,-0.314577173245238,-0.283607502833333,-0.294018858261905,-0.322383247714286,-0.280790928714286,-0.286675774440476,-0.300708475269048,-0.324974333133333,-0.290441366,-0.28583956847619,-0.275336948145238,-0.320499765421429,-0.342349244666667,-0.337247053211905,-0.334112582714286,-0.307868357547619,-0.307910076038095,-0.271963429469048,-0.309637741309524,-0.318097027438095,-0.293897521842857,-0.305458145538333,-0.303210441205238,-0.316673699378571,-0.32553366887381,-0.340168949,-0.323345716759524,-0.308305321133333,-0.302744563511905,-0.280969552640476,-0.291132099307143,-0.300319572359524,-0.307365011738095,-0.303328003404762,-0.309010769341905,-0.300298491809524,-0.29242031895,-0.260150489102381,-0.233597984419833,-0.258131793428571,-0.228766340530952,-0.198918408749048,-0.221864129904286,-0.243160582964286,-0.275774573735714,-0.267215524761905
"54",9,"WALKING_UPSTAIRS",-0.330258067755102,-0.330285929222449,-0.324704861118367,-0.326768621916327,-0.315522955518367,-0.33345519677551,-0.348299470836735,-0.291186399720408,-0.32125609615102,-0.363390805591837,-0.347590225720408,-0.360411742326531,-0.342717703126531,-0.355705820777347,-0.366487729989796,-0.341024357667551,-0.331896636408163,-0.365089159857143,-0.362485984722449,-0.351695162402041,-0.343973418918367,-0.330132451142857,-0.356268324632653,-0.334931118367347,-0.314828091061225,-0.312764925257143,-0.315234310040816,-0.305572826306122,-0.334807394637551,-0.357655908081633,-0.350341392212245,-0.361735489877551,-0.358573146326531,-0.38005546155102,-0.375108134897959,-0.356036668816327,-0.349955947979592,-0.359182966326531,-0.329440095244898,-0.314548046291837,-0.347472362877551,-0.376168261040816,-0.355564050367347,-0.336272599469388,-0.345262734640816,-0.349873427102041,-0.374416373520408,-0.375647130659184,-0.385356803179388,-0.354030835802041,-0.34029601655102,-0.337595807346939,-0.309199033377143,-0.318917959479592,-0.332882491795918,-0.349534475510204,-0.366893225749796,-0.379789254734694,-0.366391340918367,-0.363434320183673,-0.359651695391224,-0.358865696760612,-0.36264531822449,-0.351223217530612,-0.332500153469388,-0.350521839102041
"55",10,"LAYING",-0.409213607944828,-0.43184403187069,-0.450570456986207,-0.433489237155172,-0.403834981755172,-0.419379138517241,-0.401495034293103,-0.399073920394828,-0.420660741534483,-0.406023552618965,-0.400531101465517,-0.405049971839655,-0.410871486327586,-0.4225839495,-0.414941304275862,-0.400103784551724,-0.399784529086207,-0.403653053137931,-0.399586149951724,-0.393560459465517,-0.422120403344828,-0.423903800717241,-0.416172107431034,-0.439442467598276,-0.426160027617241,-0.435634075741379,-0.442385253724138,-0.452413856637931,-0.440117380551724,-0.429601135948276,-0.449239546448276,-0.438495465741379,-0.419802941753448,-0.421192085006724,-0.419160460655172,-0.430109225475862,-0.45484370482069,-0.442739050251724,-0.419799705815517,-0.435372862913793,-0.433137640068966,-0.423780916451724,-0.433476258051724,-0.416607042455172,-0.420385947913793,-0.410235831074138,-0.420310078758621,-0.424638568975862,-0.4208352815,-0.440573560155172,-0.437884869660345,-0.419899639768965,-0.438799723706897,-0.445445422468966,-0.429956442784483,-0.425643373665517,-0.426795821724138,-0.410082734034483,-0.411313462024138,-0.445783371334483,-0.445052252603448,-0.434420523241724,-0.424890434027586,-0.455425331689655,-0.451636026641379,-0.425562105637931
"56",10,"SITTING",-0.221190016925926,-0.233005160351852,-0.213204617588889,-0.237274758638889,-0.236395112301852,-0.235022778666667,-0.283393032888889,-0.243012061207407,-0.247397344707407,-0.238254794702593,-0.237146222027778,-0.234964338592593,-0.23107088622037,-0.251228391166667,-0.221996930462963,-0.240723381840741,-0.269964689351852,-0.233375693566667,-0.245366363955556,-0.268206754361111,-0.239050914998148,-0.24239797252037,-0.248483635832222,-0.260443190074074,-0.232452265174074,-0.220657168388889,-0.230415830812963,-0.231550557555556,-0.244023615962963,-0.258863659407407,-0.277427638481481,-0.273057876149259,-0.267004602131481,-0.274918842227778,-0.247209738611111,-0.252613363777778,-0.243287076411111,-0.247400000685185,-0.240069651814815,-0.244634243164815,-0.207283905888889,-0.231548945481481,-0.244769487044444,-0.242376842611111,-0.191806160240741,-0.270265175962963,-0.294577161059259,-0.247281427525185,-0.240597576277778,-0.289402080072222,-0.279935123148148,-0.252987961148148,-0.256875178648148,-0.289175462453704,-0.270026456996296,-0.248505167318519,-0.250378875722222,-0.270803143807407,-0.281074868574074,-0.260842989372222,-0.263188798222222,-0.269269434038889,-0.260775038027778,-0.259268828722222,-0.258814648092593,-0.261389171203704
"57",10,"STANDING",-0.266193498289091,-0.249085385136364,-0.250246812568182,-0.261519911795455,-0.231596790236364,-0.219269099613636,-0.218752698888636,-0.209793980604545,-0.206398563542727,-0.205432003181818,-0.230820029247955,-0.236903164090909,-0.235136632113636,-0.231914154795455,-0.214330549340909,-0.226265197636364,-0.206364816318182,-0.210854855477273,-0.210221433636364,-0.231763523915909,-0.256081585784091,-0.2392156546275,-0.214105013909091,-0.221230916759091,-0.222515255294318,-0.193905233227273,-0.192450436182955,-0.216262123545455,-0.245430841863636,-0.230491084415909,-0.206922684918182,-0.198372197113636,-0.178033599545455,-0.203652005610227,-0.202955598636364,-0.168202323047727,-0.172950617227273,-0.207691348197727,-0.225246788379545,-0.206587066340909,-0.207796006613636,-0.200185108606818,-0.187954592068182,-0.171703507656818,-0.182241030252273,-0.193557591022727,-0.211652234772727,-0.198193116909091,-0.201714473218182,-0.213017727159091,-0.220188558925,-0.192430240459091,-0.188781943672727,-0.173217404477273,-0.188122569045455,-0.204055121204545,-0.206778741613636,-0.232029275875,-0.237438421656818,-0.241307191409091,-0.235882739022727,-0.2350284814,-0.234640379045455,-0.235310355222727,-0.221210859954545,-0.243719498997727
"58",10,"WALKING",-0.39940743554717,-0.372066611067925,-0.391672768254717,-0.391976628301887,-0.385716707535849,-0.404230006287736,-0.384914182320755,-0.408934663566038,-0.404884376679245,-0.393074067488679,-0.398540890735849,-0.365850823471698,-0.385652128169811,-0.39268038345283,-0.368417166377358,-0.355673022320755,-0.393325826262264,-0.366286400356604,-0.36097730909434,-0.344741583245283,-0.351651650335849,-0.373056881849057,-0.380640804762264,-0.36417363714717,-0.380439373971698,-0.376588032228302,-0.36641675564717,-0.395030655964151,-0.384128162018868,-0.392548035113208,-0.386908244662264,-0.369123924339623,-0.36202376734717,-0.36786750969434,-0.375525392528302,-0.398341444696226,-0.404016713207547,-0.409555623781132,-0.399129820311321,-0.406581116839623,-0.37810768754717,-0.379400484075472,-0.394748870111321,-0.369789630716981,-0.383626577141509,-0.390479102150943,-0.37169536030566,-0.40170630234717,-0.368093862660377,-0.390487912186792,-0.408314591296226,-0.370075113290566,-0.366415541622642,-0.370561879830189,-0.347038999792453,-0.352019799658491,-0.363968937528302,-0.373411344932075,-0.356198454020755,-0.362678938409434,-0.369544540735849,-0.382085795058491,-0.380447550226415,-0.359739480471698,-0.365308215037736,-0.38341409990566
"59",10,"WALKING_DOWNSTAIRS",-0.367898701839474,-0.378310168146579,-0.381678909894737,-0.405099847768158,-0.385258925402632,-0.385096670236842,-0.384163351905263,-0.353931806315789,-0.336071222118421,-0.336446095878684,-0.346346630863158,-0.340306457865789,-0.337058641457895,-0.355682736531579,-0.356001370421053,-0.366674136521053,-0.406240929884211,-0.373209717736842,-0.357735720973684,-0.372504089431579,-0.367634877710526,-0.370742383889474,-0.38609725105,-0.357323684410526,-0.367274878526316,-0.383959840842105,-0.389911959947368,-0.413935109028421,-0.375534508526316,-0.396559471526316,-0.377681008973684,-0.361712609394737,-0.379638725026316,-0.371958048,-0.378137911815789,-0.359091652439474,-0.358316253660526,-0.370061026831579,-0.392599973157895,-0.363120402157895,-0.376997988684211,-0.389839677,-0.399987720538421,-0.333201377007895,-0.356615528131579,-0.376942620647368,-0.368628588278947,-0.382635184763158,-0.353309539973684,-0.359049390578947,-0.365665600792105,-0.357447737921053,-0.332598926126316,-0.341282024368421,-0.351159262473684,-0.356407849744737,-0.366387261397368,-0.35693330105,-0.331318869789474,-0.364685658973684,-0.336941359571053,-0.336211291710526,-0.374032833792105,-0.344782999607895,-0.351708083657895,-0.378893377078947
